ORF_A	ORF_B	Gene_A	Gene_B 
YJR017C	YLR150W	ESS1	STM1 
YJR017C	YNL304W	ESS1	YPT11 
YKR048C	YOL059W	NAP1	GPD2 
YKR048C	YOR032C	NAP1	HMS1 
YKR048C	YLR457C	NAP1	NBP1 
YKR048C	YKR048C	NAP1	NAP1 
YKR048C	YMR139W	NAP1	RIM11 
YKR048C	YNL078W	NAP1	NIS1 
YKR048C	YPL180W	NAP1	TCO89 
YGR120C	YLR423C	COG2	ATG17 
YGR120C	YPR105C	COG2	COG4 
YGR120C	YPL077C	COG2	YPL077C 
YGR120C	YPR185W	COG2	ATG13 
YGR120C	YNL086W	COG2	SNN1 
YGR120C	YNL041C	COG2	COG6 
YGR120C	YOR353C	COG2	SOG2 
YGR120C	YOR158W	COG2	PET123 
YGR120C	YHL004W	COG2	MRP4 
YGR120C	YIL144W	COG2	TID3 
YGR120C	YJL036W	COG2	SNX4 
YGR120C	YLR291C	COG2	GCD7 
YGR120C	YPR191W	COG2	QCR2 
YGR120C	YGR120C	COG2	COG2 
YDR423C	YEL051W	CAD1	VMA8 
YLR190W	YMR117C	MMR1	SPC24 
YLR190W	YLR190W	MMR1	MMR1 
YKL212W	YKL212W	SAC1	SAC1 
YKL212W	YLR372W	SAC1	SUR4 
YKL212W	YML029W	SAC1	USA1 
YKL212W	YPR028W	SAC1	YOP1 
YGL156W	YKL103C	AMS1	LAP4 
YGL156W	YOL083W	AMS1	ATG34 
YGL156W	YOL082W	AMS1	ATG19 
YDL133CA	YKR048C	RPL41B	NAP1 
YDR063W	YKR034W	AIM7	DAL80 
YDR063W	YDR063W	AIM7	AIM7 
YDR063W	YDR124W	AIM7	YDR124W 
YDR063W	YKL013C	AIM7	ARC19 
YHL030W	YPR103W	ECM29	PRE2 
YMR036C	YPR120C	MIH1	CLB5 
YMR036C	YMR036C	MIH1	MIH1 
YEL021W	YEL021W	URA3	URA3 
YIL014W	YPL240C	MNT3	HSP82 
YDR422C	YDR422C	SIP1	SIP1 
YDR422C	YDR477W	SIP1	SNF1 
YDR422C	YJL124C	SIP1	LSM1 
YDR422C	YLR306W	SIP1	UBC12 
YDR422C	YER029C	SIP1	SMB1 
YNL183C	YNL183C	NPR1	NPR1 
YLR144C	YLR191W	ACF2	PEX13 
YLR144C	YMR109W	ACF2	MYO5 
YLR144C	YLR144C	ACF2	ACF2 
YLR144C	YPR154W	ACF2	PIN3 
YLR389C	YNL229C	STE23	URE2 
YLR389C	YLR389C	STE23	STE23 
YLR324W	YLR324W	PEX30	PEX30 
YNL263C	YNL263C	YIF1	YIF1 
YNL263C	YPR028W	YIF1	YOP1 
YNL263C	YOR089C	YIF1	VPS21 
YPR154W	YPR171W	PIN3	BSP1 
YPR154W	YPR154W	PIN3	PIN3 
YDR303C	YDR303C	RSC3	RSC3 
YDR303C	YIL126W	RSC3	STH1 
YDR303C	YLR357W	RSC3	RSC2 
YER162C	YJR052W	RAD4	RAD7 
YER162C	YER162C	RAD4	RAD4 
YER162C	YLR167W	RAD4	RPS31 
YDR130C	YER133W	FIN1	GLC7 
YDR130C	YPR120C	FIN1	CLB5 
YDR130C	YIL144W	FIN1	TID3 
YDR130C	YDR130C	FIN1	FIN1 
YBR005W	YER125W	RCR1	RSP5 
YKL058W	YML015C	TOA2	TAF11 
YKL058W	YPR086W	TOA2	SUA7 
YKL058W	YKL058W	TOA2	TOA2 
YKL058W	YOR194C	TOA2	TOA1 
YJR005W	YJR005W	APL1	APL1 
YJR005W	YLR116W	APL1	MSL5 
YOR367W	YOR367W	SCP1	SCP1 
YMR071C	YNL315C	TVP18	ATP11 
YMR071C	YPL020C	TVP18	ULP1 
YMR071C	YMR071C	TVP18	TVP18 
YJR099W	YJR099W	YUH1	YUH1 
YGL016W	YOR098C	KAP122	NUP1 
YGL016W	YLR335W	KAP122	NUP2 
YOR321W	YOR321W	PMT3	PMT3 
YKL068W	YKL068W	NUP100	NUP100 
YKL068W	YPR120C	NUP100	CLB5 
YKL068W	YNL298W	NUP100	CLA4 
YKL068W	YMR047C	NUP100	NUP116 
YJL187C	YMR001C	SWE1	CDC5 
YJL187C	YNL094W	SWE1	APP1 
YJL187C	YJL187C	SWE1	SWE1 
YJL187C	YPR082C	SWE1	DIB1 
YFL061W	YMR055C	DDI2	BUB2 
YFL061W	YNL189W	DDI2	SRP1 
YDR408C	YGL127C	ADE8	SOH1 
YDR408C	YDR408C	ADE8	ADE8 
YDR408C	YOR174W	ADE8	MED4 
YDR408C	YPR154W	ADE8	PIN3 
YDL019C	YDL019C	OSH2	OSH2 
YDL019C	YMR109W	OSH2	MYO5 
YDL019C	YKL129C	OSH2	MYO3 
YDR297W	YPL076W	SUR2	GPI2 
YDR297W	YLL028W	SUR2	TPO1 
YDR297W	YER026C	SUR2	CHO1 
YDR297W	YEL002C	SUR2	WBP1 
YDR297W	YPL264C	SUR2	YPL264C 
YDR297W	YGR125W	SUR2	YGR125W 
YDR297W	YKL154W	SUR2	SRP102 
YDR297W	YJL196C	SUR2	ELO1 
YDR297W	YGL200C	SUR2	EMP24 
YDR297W	YKL065C	SUR2	YET1 
YDR297W	YHR142W	SUR2	CHS7 
YDR297W	YMR149W	SUR2	SWP1 
YDR297W	YDR297W	SUR2	SUR2 
YDR297W	YLR372W	SUR2	SUR4 
YDR297W	YJL117W	SUR2	PHO86 
YDR297W	YGR260W	SUR2	TNA1 
YDR297W	YJR010CA	SUR2	SPC1 
YDR297W	YHR140W	SUR2	YHR140W 
YDR297W	YOR016C	SUR2	ERP4 
YDR297W	YML048W	SUR2	GSF2 
YDR297W	YPL274W	SUR2	SAM3 
YDR297W	YOL003C	SUR2	PFA4 
YDR297W	YIL016W	SUR2	SNL1 
YDR297W	YDR331W	SUR2	GPI8 
YKL112W	YKL112W	ABF1	ABF1 
YBR103W	YNL141W	SIF2	AAH1 
YBR103W	YPL173W	SIF2	MRPL40 
YBR103W	YBR103W	SIF2	SIF2 
YBR103W	YMR061W	SIF2	RNA14 
YBR103W	YIL112W	SIF2	HOS4 
YBR103W	YGR262C	SIF2	BUD32 
YBR103W	YHL004W	SIF2	MRP4 
YBR103W	YDR227W	SIF2	SIR4 
YBR103W	YOR319W	SIF2	HSH49 
YER041W	YER041W	YEN1	YEN1 
YOL026C	YPL240C	MIM1	HSP82 
YDR440W	YNL031C	DOT1	HHT2 
YNL151C	YNR003C	RPC31	RPC34 
YPR046W	YPR046W	MCM16	MCM16 
YBR097W	YLR240W	VPS15	VPS34 
YJR117W	YJR117W	STE24	STE24 
YJR117W	YPL076W	STE24	GPI2 
YJR117W	YMR215W	STE24	GAS3 
YJR117W	YLR018C	STE24	POM34 
YJR117W	YML123C	STE24	PHO84 
YJR117W	YNL101W	STE24	AVT4 
YJR117W	YPL274W	STE24	SAM3 
YJR117W	YNR019W	STE24	ARE2 
YJR117W	YNL048W	STE24	ALG11 
YLL052C	YMR094W	AQY2	CTF13 
YDR289C	YDR289C	RTT103	RTT103 
YDR289C	YER112W	RTT103	LSM4 
YLL006W	YOL009C	MMM1	MDM12 
YLL006W	YLL006W	MMM1	MMM1 
YLL006W	YLR372W	MMM1	SUR4 
YDR166C	YDR166C	SEC5	SEC5 
YDR166C	YER008C	SEC5	SEC3 
YDL028C	YMR109W	MPS1	MYO5 
YDL028C	YDR162C	MPS1	NBP2 
YDL028C	YOL091W	MPS1	SPO21 
YDL028C	YER115C	MPS1	SPR6 
YDL028C	YIL144W	MPS1	TID3 
YDL028C	YDL028C	MPS1	MPS1 
YDL028C	YIL106W	MPS1	MOB1 
YDR319C	YPL240C	YDR319C	HSP82 
YGL211W	YJR017C	NCS6	ESS1 
YKL133C	YKL133C	YKL133C	YKL133C 
YKL133C	YNL118C	YKL133C	DCP2 
YDL194W	YDR277C	SNF3	MTH1 
YKR014C	YMR258C	YPT52	YMR258C 
YKR014C	YOR370C	YPT52	MRS6 
YKR014C	YNL263C	YPT52	YIF1 
YHR214CB	YHR214CB	YHR214CB	YHR214CB 
YHR214CB	YKL129C	YHR214CB	MYO3 
YOR084W	YOR084W	LPX1	LPX1 
YOR084W	YPL209C	LPX1	IPL1 
YPR028W	YPR028W	YOP1	YOP1 
YLR093C	YLR093C	NYV1	NYV1 
YLR093C	YOR106W	NYV1	VAM3 
YLR093C	YMR197C	NYV1	VTI1 
YLR342W	YPR165W	FKS1	RHO1 
YEL061C	YNR010W	CIN8	CSE2 
YEL061C	YEL061C	CIN8	CIN8 
YEL061C	YMR124W	CIN8	YMR124W 
YEL061C	YLR454W	CIN8	FMP27 
YEL061C	YNR069C	CIN8	BSC5 
YEL061C	YOR174W	CIN8	MED4 
YEL061C	YOL069W	CIN8	NUF2 
YLR254C	YNL103W	NDL1	MET4 
YLR254C	YLR314C	NDL1	CDC3 
YLR254C	YOR269W	NDL1	PAC1 
YLR254C	YLR254C	NDL1	NDL1 
YLR254C	YMR173W	NDL1	DDR48 
YKL049C	YPL018W	CSE4	CTF19 
YKL049C	YOL054W	CSE4	PSH1 
YBR091C	YHR005CA	TIM12	TIM10 
YBR091C	YDL217C	TIM12	TIM22 
YBR091C	YJL054W	TIM12	TIM54 
YBR091C	YBR091C	TIM12	TIM12 
YBR091C	YOR297C	TIM12	TIM18 
YHR166C	YKL022C	CDC23	CDC16 
YHR166C	YHR166C	CDC23	CDC23 
YHR166C	YLR127C	CDC23	APC2 
YHR166C	YLR451W	CDC23	LEU3 
YLR277C	YPR107C	YSH1	YTH1 
YNL006W	YNL006W	LST8	LST8 
YFR052W	YJR133W	RPN12	XPT1 
YFR052W	YFR052W	RPN12	RPN12 
YFL060C	YMR096W	SNO3	SNZ1 
YFL060C	YMR095C	SNO3	SNO1 
YFL060C	YFL060C	SNO3	SNO3 
YFL060C	YNL333W	SNO3	SNZ2 
YGR203W	YLR397C	YCH1	AFG2 
YGR203W	YNL314W	YCH1	DAL82 
YGR203W	YKL171W	YCH1	NNK1 
YGR203W	YIL119C	YCH1	RPI1 
YGR203W	YIL061C	YCH1	SNP1 
YGR203W	YGR203W	YCH1	YCH1 
YLL005C	YML075C	SPO75	HMG1 
YOR226C	YPL088W	ISU2	YPL088W 
YOR226C	YOR226C	ISU2	ISU2 
YDR155C	YJR135C	CPR1	MCM22 
YFL029C	YPR054W	CAK1	SMK1 
YDL076C	YDL076C	RXT3	RXT3 
YDL076C	YLR098C	RXT3	CHA4 
YDL076C	YMR168C	RXT3	CEP3 
YDL197C	YER118C	ASF2	SHO1 
YCR024C	YCR024C	SLM5	SLM5 
YCR024C	YNL243W	SLM5	SLA2 
YCR024C	YJL124C	SLM5	LSM1 
YCR024C	YKL012W	SLM5	PRP40 
YCR024C	YER146W	SLM5	LSM5 
YER086W	YMR109W	ILV1	MYO5 
YER086W	YER086W	ILV1	ILV1 
YER086W	YOR160W	ILV1	MTR10 
YER086W	YMR308C	ILV1	PSE1 
YER086W	YJL020C	ILV1	BBC1 
YER086W	YLR191W	ILV1	PEX13 
YER086W	YLR291C	ILV1	GCD7 
YER086W	YPL070W	ILV1	MUK1 
YMR289W	YOL083W	ABZ2	ATG34 
YDR529C	YLR292C	QCR7	SEC72 
YDR529C	YJL166W	QCR7	QCR8 
YDR529C	YDR529C	QCR7	QCR7 
YDR529C	YOR065W	QCR7	CYT1 
YBR072W	YBR072W	HSP26	HSP26 
YBR072W	YBR261C	HSP26	TAE1 
YML071C	YNL041C	COG8	COG6 
YCL024W	YJR076C	KCC4	CDC11 
YCL024W	YDL006W	KCC4	PTC1 
YCL024W	YKL101W	KCC4	HSL1 
YCL024W	YDR162C	KCC4	NBP2 
YCL024W	YLR319C	KCC4	BUD6 
YCL024W	YPL031C	KCC4	PHO85 
YCL024W	YCL024W	KCC4	KCC4 
YCL024W	YNL166C	KCC4	BNI5 
YCL024W	YKR048C	KCC4	NAP1 
YCL024W	YLR314C	KCC4	CDC3 
YOR079C	YOR079C	ATX2	ATX2 
YOR079C	YPR198W	ATX2	SGE1 
YGL213C	YHL022C	SKI8	SPO11 
YGL213C	YGL213C	SKI8	SKI8 
YGL213C	YML108W	SKI8	YML108W 
YGL213C	YPR189W	SKI8	SKI3 
YKL017C	YOL108C	HCS1	INO4 
YBR157C	YKL089W	ICS2	MIF2 
YBR157C	YGL075C	ICS2	MPS2 
YBR157C	YKR083C	ICS2	DAD2 
YBR157C	YBR233WA	ICS2	DAD3 
YMR061W	YMR061W	RNA14	RNA14 
YGL189C	YGL189C	RPS26A	RPS26A 
YGL189C	YLL027W	RPS26A	ISA1 
YGL189C	YLR435W	RPS26A	TSR2 
YGL189C	YJL020C	RPS26A	BBC1 
YOR311C	YPR124W	DGK1	CTR1 
YOR311C	YOR311C	DGK1	DGK1 
YMR293C	YMR293C	HER2	HER2 
YMR293C	YOR299W	HER2	BUD7 
YCL031C	YMR109W	RRP7	MYO5 
YCL031C	YHL002W	RRP7	HSE1 
YCL031C	YDR162C	RRP7	NBP2 
YCL031C	YJL020C	RRP7	BBC1 
YCL031C	YFR024CA	RRP7	LSB3 
YCL031C	YHR114W	RRP7	BZZ1 
YCL031C	YLR191W	RRP7	PEX13 
YCL031C	YDR388W	RRP7	RVS167 
YCL031C	YLR310C	RRP7	CDC25 
YCL031C	YER118C	RRP7	SHO1 
YCL031C	YPR154W	RRP7	PIN3 
YDR259C	YIL153W	YAP6	RRD1 
YDR259C	YKL071W	YAP6	YKL071W 
YDR259C	YER114C	YAP6	BOI2 
YGL095C	YGL095C	VPS45	VPS45 
YGL095C	YOR299W	VPS45	BUD7 
YGL095C	YOL018C	VPS45	TLG2 
YJR093C	YPR107C	FIP1	YTH1 
YJR093C	YKR002W	FIP1	PAP1 
YJR093C	YOR061W	FIP1	CKA2 
YHR096C	YPL240C	HXT5	HSP82 
YHR096C	YHR096C	HXT5	HXT5 
YHR096C	YIR038C	HXT5	GTT1 
YHR096C	YML048W	HXT5	GSF2 
YDR488C	YPL174C	PAC11	NIP100 
YDR488C	YDR488C	PAC11	PAC11 
YDR488C	YHR129C	PAC11	ARP1 
YEL051W	YEL051W	VMA8	VMA8 
YEL051W	YOR270C	VMA8	VPH1 
YEL051W	YOR174W	VMA8	MED4 
YEL051W	YGR120C	VMA8	COG2 
YMR165C	YMR165C	PAH1	PAH1 
YMR106C	YOR302W	YKU80	YOR302W 
YBR202W	YEL032W	MCM7	MCM3 
YBR202W	YPR019W	MCM7	MCM4 
YBR202W	YGL201C	MCM7	MCM6 
YBR202W	YLR274W	MCM7	MCM5 
YBR202W	YIL150C	MCM7	MCM10 
YKL052C	YKL138CA	ASK1	HSK3 
YKL052C	YKL052C	ASK1	ASK1 
YKL052C	YKR037C	ASK1	SPC34 
YKL052C	YMR077C	ASK1	VPS20 
YKL052C	YKR083C	ASK1	DAD2 
YPL259C	YPL259C	APM1	APM1 
YFL050C	YLL061W	ALR2	MMP1 
YKR035WA	YPR173C	DID2	VPS4 
YFR051C	YNL258C	RET2	DSL1 
YBR162WA	YPL094C	YSY6	SEC62 
YLR275W	YLR275W	SMD2	SMD2 
YLR275W	YPR182W	SMD2	SMX3 
YDL022W	YDR142C	GPD1	PEX7 
YOL101C	YPL240C	IZH4	HSP82 
YJL183W	YPL094C	MNN11	SEC62 
YJR125C	YJR125C	ENT3	ENT3 
YJR125C	YOR111W	ENT3	YOR111W 
YJR125C	YMR197C	ENT3	VTI1 
YMR069W	YMR069W	NAT4	NAT4 
YLR258W	YLR258W	GSY2	GSY2 
YLR258W	YPL031C	GSY2	PHO85 
YLR258W	YLR291C	GSY2	GCD7 
YBL085W	YNL234W	BOI1	YNL234W 
YBL085W	YER032W	BOI1	FIR1 
YBL085W	YNL206C	BOI1	RTT106 
YBL085W	YIR029W	BOI1	DAL2 
YBL085W	YMR032W	BOI1	HOF1 
YBL085W	YMR244W	BOI1	YMR244W 
YBL085W	YHL007C	BOI1	STE20 
YBL085W	YDR036C	BOI1	EHD3 
YBL085W	YBL085W	BOI1	BOI1 
YBL085W	YML109W	BOI1	ZDS2 
YBL085W	YLR314C	BOI1	CDC3 
YBL085W	YDL156W	BOI1	YDL156W 
YBL085W	YIL144W	BOI1	TID3 
YBL085W	YCL031C	BOI1	RRP7 
YBL085W	YPL049C	BOI1	DIG1 
YBL085W	YKL218C	BOI1	SRY1 
YBL085W	YJR056C	BOI1	YJR056C 
YBL085W	YGL190C	BOI1	CDC55 
YBL085W	YJR061W	BOI1	YJR061W 
YBL085W	YJL155C	BOI1	FBP26 
YBL085W	YER124C	BOI1	DSE1 
YBL085W	YDR239C	BOI1	YDR239C 
YBL085W	YER155C	BOI1	BEM2 
YBL085W	YOL019W	BOI1	YOL019W 
YBL085W	YFR034C	BOI1	PHO4 
YBL085W	YOL070C	BOI1	NBA1 
YBL085W	YMR139W	BOI1	RIM11 
YBL085W	YDR277C	BOI1	MTH1 
YBL085W	YMR124W	BOI1	YMR124W 
YBL085W	YBR003W	BOI1	COQ1 
YBL085W	YGL035C	BOI1	MIG1 
YBL085W	YJR113C	BOI1	RSM7 
YBL085W	YCL024W	BOI1	KCC4 
YBL085W	YER164W	BOI1	CHD1 
YBL085W	YPR171W	BOI1	BSP1 
YBL085W	YNL078W	BOI1	NIS1 
YBL085W	YDR480W	BOI1	DIG2 
YBL085W	YER158C	BOI1	YER158C 
YBL085W	YOL135C	BOI1	MED7 
YBL085W	YLR086W	BOI1	SMC4 
YBL085W	YGL097W	BOI1	SRM1 
YBL085W	YPL158C	BOI1	AIM44 
YBL085W	YBR200W	BOI1	BEM1 
YBL085W	YDL150W	BOI1	RPC53 
YBL085W	YLR144C	BOI1	ACF2 
YBL085W	YNR016C	BOI1	ACC1 
YBL085W	YDR372C	BOI1	VPS74 
YBL085W	YBR108W	BOI1	AIM3 
YBL085W	YLL040C	BOI1	VPS13 
YBL085W	YER081W	BOI1	SER3 
YBL085W	YER008C	BOI1	SEC3 
YBL085W	YDR329C	BOI1	PEX3 
YBL085W	YJR138W	BOI1	IML1 
YBL085W	YDR085C	BOI1	AFR1 
YBL085W	YPL038W	BOI1	MET31 
YBL085W	YGL201C	BOI1	MCM6 
YBL085W	YOL156W	BOI1	HXT11 
YBL085W	YBR102C	BOI1	EXO84 
YBL085W	YBR195C	BOI1	MSI1 
YBL085W	YOR047C	BOI1	STD1 
YMR288W	YMR288W	HSH155	HSH155 
YMR288W	YNL286W	HSH155	CUS2 
YOR327C	YPL232W	SNC2	SSO1 
YOR327C	YOR327C	SNC2	SNC2 
YOR327C	YPL270W	SNC2	MDL2 
YNR027W	YNR027W	BUD17	BUD17 
YCR060W	YPL240C	TAH1	HSP82 
YCR060W	YKL117W	TAH1	SBA1 
YCR060W	YHR034C	TAH1	PIH1 
YDR234W	YER125W	LYS4	RSP5 
YOR164C	YOR164C	GET4	GET4 
YOR164C	YPR105C	GET4	COG4 
YFR032C	YFR032C	RRT5	RRT5 
YER148W	YPR086W	SPT15	SUA7 
YER148W	YMR270C	SPT15	RRN9 
YER148W	YGR274C	SPT15	TAF1 
YER148W	YPL082C	SPT15	MOT1 
YER148W	YOR194C	SPT15	TOA1 
YER148W	YLR418C	SPT15	CDC73 
YER148W	YKL058W	SPT15	TOA2 
YER148W	YPL248C	SPT15	GAL4 
YER148W	YER148W	SPT15	SPT15 
YER148W	YGR246C	SPT15	BRF1 
YER148W	YIR005W	SPT15	IST3 
YBL014C	YJL025W	RRN6	RRN7 
YBL101C	YNL225C	ECM21	CNM67 
YBL101C	YJL203W	ECM21	PRP21 
YBL101C	YER125W	ECM21	RSP5 
YDR005C	YHR205W	MAF1	SCH9 
YDR005C	YDR005C	MAF1	MAF1 
YPL232W	YPL240C	SSO1	HSP82 
YPL232W	YPL232W	SSO1	SSO1 
YPR182W	YPR182W	SMX3	SMX3 
YHR074W	YHR074W	QNS1	QNS1 
YPL215W	YPL215W	CBP3	CBP3 
YIR028W	YJL183W	DAL4	MNN11 
YIR028W	YIR028W	DAL4	DAL4 
YDR545W	YFR024CA	YRF11	LSB3 
YCL059C	YOR229W	KRR1	WTM2 
YCL059C	YCL059C	KRR1	KRR1 
YCL059C	YGL201C	KRR1	MCM6 
YML046W	YML046W	PRP39	PRP39 
YCL034W	YHR114W	LSB5	BZZ1 
YCL034W	YHR016C	LSB5	YSC84 
YCL034W	YOR181W	LSB5	LAS17 
YFL039C	YHR179W	ACT1	OYE2 
YFL039C	YOR181W	ACT1	LAS17 
YFL039C	YLR319C	ACT1	BUD6 
YFL039C	YOR244W	ACT1	ESA1 
YFL039C	YLR337C	ACT1	VRP1 
YFL039C	YNL189W	ACT1	SRP1 
YFL039C	YPL240C	ACT1	HSP82 
YFL039C	YNL138W	ACT1	SRV2 
YFL039C	YOR122C	ACT1	PFY1 
YFL039C	YGL015C	ACT1	YGL015C 
YFL039C	YOR304CA	ACT1	YOR304CA 
YFL039C	YFL039C	ACT1	ACT1 
YFL039C	YMR092C	ACT1	AIP1 
YFL039C	YNL271C	ACT1	BNI1 
YFL039C	YLR291C	ACT1	GCD7 
YFL039C	YLL050C	ACT1	COF1 
YHR188C	YPL076W	GPI16	GPI2 
YHR188C	YLR088W	GPI16	GAA1 
YHR188C	YLL028W	GPI16	TPO1 
YHR188C	YIL088C	GPI16	AVT7 
YHR188C	YHR188C	GPI16	GPI16 
YHR188C	YJR015W	GPI16	YJR015W 
YHR188C	YLR372W	GPI16	SUR4 
YER127W	YLR315W	LCP5	NKP2 
YER127W	YKL138CA	LCP5	HSK3 
YER127W	YER127W	LCP5	LCP5 
YJR090C	YJR090C	GRR1	GRR1 
YJR090C	YOL133W	GRR1	HRT1 
YJR090C	YPL256C	GRR1	CLN2 
YJL097W	YPL094C	PHS1	SEC62 
YJL097W	YPR071W	PHS1	YPR071W 
YJL097W	YML029W	PHS1	USA1 
YCL011C	YFL034CB	GBP2	MOB2 
YPL059W	YPL240C	GRX5	HSP82 
YPL059W	YPL059W	GRX5	GRX5 
YGL050W	YGL050W	TYW3	TYW3 
YGL050W	YPL022W	TYW3	RAD1 
YDL093W	YDL093W	PMT5	PMT5 
YAL055W	YDL100C	PEX22	GET3 
YAL055W	YAL055W	PEX22	PEX22 
YAL055W	YOR098C	PEX22	NUP1 
YAL055W	YGR133W	PEX22	PEX4 
YBR261C	YLR438CA	TAE1	LSM3 
YBR261C	YCR007C	TAE1	YCR007C 
YBR261C	YDR256C	TAE1	CTA1 
YBR261C	YML042W	TAE1	CAT2 
YBR261C	YJL151C	TAE1	SNA3 
YBR261C	YNL044W	TAE1	YIP3 
YBR261C	YPL049C	TAE1	DIG1 
YBR261C	YPL088W	TAE1	YPL088W 
YBR261C	YPL069C	TAE1	BTS1 
YBR261C	YHR113W	TAE1	YHR113W 
YBR261C	YMR095C	TAE1	SNO1 
YBR261C	YDR032C	TAE1	PST2 
YBR261C	YLR098C	TAE1	CHA4 
YBR261C	YFL059W	TAE1	SNZ3 
YBR261C	YOR192CA	TAE1	YOR192CA 
YBR261C	YIL074C	TAE1	SER33 
YBR261C	YHL018W	TAE1	YHL018W 
YBR261C	YPR113W	TAE1	PIS1 
YBR261C	YHR112C	TAE1	YHR112C 
YBR261C	YCL028W	TAE1	RNQ1 
YBR261C	YOL143C	TAE1	RIB4 
YBR261C	YOR108W	TAE1	LEU9 
YBR261C	YGR267C	TAE1	FOL2 
YBR261C	YHR111W	TAE1	UBA4 
YBR261C	YLR245C	TAE1	CDD1 
YBR261C	YER086W	TAE1	ILV1 
YBR261C	YOR284W	TAE1	HUA2 
YBR261C	YGR088W	TAE1	CTT1 
YBR261C	YHR074W	TAE1	QNS1 
YBR261C	YGL037C	TAE1	PNC1 
YBR261C	YOR095C	TAE1	RKI1 
YBR261C	YDR100W	TAE1	TVP15 
YBR261C	YLL001W	TAE1	DNM1 
YBR261C	YMR021C	TAE1	MAC1 
YBR261C	YNL239W	TAE1	LAP3 
YBR261C	YJL218W	TAE1	YJL218W 
YBR261C	YKL151C	TAE1	YKL151C 
YLR263W	YLR263W	RED1	RED1 
YBL042C	YBL042C	FUI1	FUI1 
YBL042C	YER021W	FUI1	RPN3 
YBL042C	YNL121C	FUI1	TOM70 
YEL034W	YKR048C	HYP2	NAP1 
YEL034W	YHR068W	HYP2	DYS1 
YHR135C	YPL240C	YCK1	HSP82 
YHR135C	YNL116W	YCK1	DMA2 
YHR135C	YHR135C	YCK1	YCK1 
YML112W	YNL118C	CTK3	DCP2 
YML112W	YML112W	CTK3	CTK3 
YDL099W	YDL099W	BUG1	BUG1 
YDL099W	YKL050C	BUG1	YKL050C 
YGR077C	YGR077C	PEX8	PEX8 
YDR285W	YDR285W	ZIP1	ZIP1 
YDR285W	YMR117C	ZIP1	SPC24 
YDR285W	YOL069W	ZIP1	NUF2 
YGR285C	YNL103W	ZUO1	MET4 
YGR285C	YHR064C	ZUO1	SSZ1 
YDR028C	YER133W	REG1	GLC7 
YDR028C	YDR477W	REG1	SNF1 
YDR028C	YDR028C	REG1	REG1 
YDR028C	YER177W	REG1	BMH1 
YFL025C	YLR083C	BST1	EMP70 
YFL025C	YFL025C	BST1	BST1 
YFL025C	YGL053W	BST1	PRM8 
YJR133W	YJR133W	XPT1	XPT1 
YJR133W	YNL189W	XPT1	SRP1 
YKL171W	YML051W	NNK1	GAL80 
YKL075C	YNL091W	YKL075C	NST1 
YKL075C	YKL075C	YKL075C	YKL075C 
YKL075C	YKR086W	YKL075C	PRP16 
YGR134W	YJR011C	CAF130	YJR011C 
YGR134W	YGR134W	CAF130	CAF130 
YBL105C	YBL105C	PKC1	PKC1 
YBL105C	YML109W	PKC1	ZDS2 
YBL105C	YGR221C	PKC1	TOS2 
YBL105C	YLR342W	PKC1	FKS1 
YBL105C	YCL027W	PKC1	FUS1 
YBL105C	YPR165W	PKC1	RHO1 
YBL105C	YJL020C	PKC1	BBC1 
YBL105C	YBR160W	PKC1	CDC28 
YBL105C	YER118C	PKC1	SHO1 
YBL105C	YPR154W	PKC1	PIN3 
YBL025W	YBL025W	RRN10	RRN10 
YBL025W	YDL113C	RRN10	ATG20 
YBL025W	YMR270C	RRN10	RRN9 
YBL025W	YKL135C	RRN10	APL2 
YDR434W	YIR033W	GPI17	MGA2 
YNL326C	YPL240C	PFA3	HSP82 
YNL326C	YNL326C	PFA3	PFA3 
YIL079C	YLR423C	AIR1	ATG17 
YIL079C	YMR216C	AIR1	SKY1 
YIL079C	YIL079C	AIR1	AIR1 
YDR177W	YPR093C	UBC1	ASR1 
YGL124C	YKL025C	MON1	PAN3 
YGL124C	YGL124C	MON1	MON1 
YGL124C	YNL286W	MON1	CUS2 
YBR183W	YHL048W	YPC1	COS8 
YBR183W	YML067C	YPC1	ERV41 
YBR183W	YDR506C	YPC1	YDR506C 
YBR183W	YLR018C	YPC1	POM34 
YBR183W	YBR290W	YPC1	BSD2 
YBR183W	YGR284C	YPC1	ERV29 
YBR183W	YMR149W	YPC1	SWP1 
YBR183W	YLR372W	YPC1	SUR4 
YBR183W	YDL212W	YPC1	SHR3 
YBR183W	YOR254C	YPC1	SEC63 
YBR183W	YJL117W	YPC1	PHO86 
YBR183W	YJR117W	YPC1	STE24 
YBR183W	YHR140W	YPC1	YHR140W 
YBR183W	YML048W	YPC1	GSF2 
YBR183W	YER087CB	YPC1	SBH1 
YBR183W	YOL132W	YPC1	GAS4 
YBR183W	YNL101W	YPC1	AVT4 
YBR183W	YIL016W	YPC1	SNL1 
YBR183W	YDR331W	YPC1	GPI8 
YBR183W	YNL169C	YPC1	PSD1 
YBR183W	YPL076W	YPC1	GPI2 
YBR183W	YKL154W	YPC1	SRP102 
YBR183W	YDR039C	YPC1	ENA2 
YBR183W	YGR060W	YPC1	ERG25 
YBR183W	YFL041W	YPC1	FET5 
YBR183W	YKL065C	YPC1	YET1 
YBR183W	YCR034W	YPC1	FEN1 
YBR183W	YPL227C	YPC1	ALG5 
